datetimeUtc,no,no2,nox,relativehumidity,temperature,wind_direction,wind_speed,hour,day,weekday
2026-02-01 12:15:00+00:00,136.1,103.4,0.1648,63.0,15.7,359.0,1.2,12,1,6
2026-02-01 12:30:00+00:00,168.7,95.8,0.1869,65.0,15.4,359.0,1.1,12,1,6
2026-02-01 12:45:00+00:00,161.8,104.8,0.1864,67.0,15.1,359.0,0.7,12,1,6
2026-02-01 13:00:00+00:00,193.6,87.5,0.2019,68.0,14.9,359.0,0.9,13,1,6
2026-02-01 13:15:00+00:00,35.5,64.6,0.0624,75.0,14.2,358.0,0.7,13,1,6
2026-02-01 13:30:00+00:00,7.4,54.0,0.0347,82.0,13.1,358.0,0.3,13,1,6
2026-02-01 13:45:00+00:00,4.6,60.0,0.0359,85.0,12.7,358.0,0.3,13,1,6
2026-02-01 14:00:00+00:00,13.9,63.2,0.0449,87.0,12.4,358.0,0.3,14,1,6
2026-02-01 14:15:00+00:00,72.8,61.1,0.0917,88.0,12.3,359.0,0.3,14,1,6
2026-02-01 14:30:00+00:00,86.7,65.9,0.1045,87.0,12.3,358.0,0.3,14,1,6
2026-02-01 14:45:00+00:00,75.7,63.1,0.0974,87.0,12.3,355.0,0.3,14,1,6
2026-02-01 15:00:00+00:00,23.7,64.1,0.0536,89.0,12.1,351.0,0.3,15,1,6
2026-02-01 15:15:00+00:00,70.7,64.6,0.0911,91.0,11.9,345.0,0.3,15,1,6
2026-02-01 15:30:00+00:00,32.6,54.0,0.0553,91.0,11.8,339.0,0.3,15,1,6
2026-02-01 15:45:00+00:00,37.9,46.4,0.0556,91.0,11.6,336.0,0.3,15,1,6
2026-02-01 16:15:00+00:00,61.4,53.5,0.0782,93.0,11.5,335.0,0.3,16,1,6
2026-02-01 16:30:00+00:00,43.6,43.7,0.0587,93.0,11.3,335.0,0.3,16,1,6
2026-02-01 16:45:00+00:00,52.6,45.0,0.0667,94.0,11.3,333.0,0.3,16,1,6
2026-02-01 17:00:00+00:00,65.8,31.9,0.0705,94.0,11.1,328.0,0.3,17,1,6
2026-02-01 17:15:00+00:00,77.4,29.3,0.0785,94.0,11.0,327.0,0.3,17,1,6
2026-02-01 17:30:00+00:00,82.8,35.4,0.0862,95.0,10.9,327.0,0.3,17,1,6
2026-02-01 17:45:00+00:00,88.2,32.1,0.0888,95.0,10.8,327.0,0.3,17,1,6
2026-02-01 18:00:00+00:00,104.4,28.1,0.0995,95.0,10.7,327.0,0.3,18,1,6
2026-02-01 18:15:00+00:00,114.3,26.3,0.1068,95.0,10.6,327.0,0.3,18,1,6
2026-02-01 19:15:00+00:00,107.2,24.6,0.1003,96.0,10.4,326.0,0.3,19,1,6
2026-02-01 19:30:00+00:00,112.5,21.4,0.1029,96.0,10.3,326.0,0.3,19,1,6
2026-02-01 19:45:00+00:00,120.5,22.8,0.11,96.0,10.3,327.0,0.3,19,1,6
2026-02-01 20:00:00+00:00,111.2,32.3,0.1074,96.0,10.4,345.0,0.8,20,1,6
2026-02-01 20:15:00+00:00,52.9,45.9,0.0673,97.0,11.8,349.0,1.8,20,1,6
2026-02-01 20:30:00+00:00,21.9,44.3,0.0417,96.0,12.3,352.0,1.7,20,1,6
2026-02-01 20:45:00+00:00,14.4,46.1,0.0362,95.0,12.2,350.0,1.6,20,1,6
2026-02-01 21:00:00+00:00,8.2,39.3,0.0275,95.0,12.2,357.0,2.3,21,1,6
2026-02-01 21:15:00+00:00,6.7,34.3,0.0237,95.0,12.1,359.0,2.5,21,1,6
2026-02-01 21:30:00+00:00,8.2,36.2,0.0264,95.0,12.0,358.0,2.5,21,1,6
2026-02-01 21:45:00+00:00,13.3,35.3,0.0292,95.0,11.9,360.0,2.8,21,1,6
2026-02-01 22:00:00+00:00,7.7,32.5,0.0236,96.0,11.9,356.0,2.2,22,1,6
2026-02-01 22:15:00+00:00,8.7,38.1,0.0271,95.0,11.8,360.0,2.4,22,1,6
2026-02-01 22:30:00+00:00,23.8,41.5,0.0413,95.0,11.7,360.0,1.7,22,1,6
2026-02-01 22:45:00+00:00,22.6,43.2,0.0415,96.0,11.8,,0.6,22,1,6
2026-02-01 23:00:00+00:00,12.2,41.5,0.0321,96.0,11.8,360.0,1.2,23,1,6
2026-02-01 23:15:00+00:00,10.4,42.7,0.0312,95.0,11.8,359.0,1.1,23,1,6
2026-02-01 23:30:00+00:00,10.3,44.7,0.0322,95.0,11.7,360.0,1.5,23,1,6
2026-02-01 23:45:00+00:00,9.5,43.8,0.031,95.0,11.7,,1.4,23,1,6
2026-02-02 00:00:00+00:00,35.3,44.7,0.0516,95.0,11.6,,1.5,0,2,0
