datetimeUtc,co,no,no2,o3,pm10,relativehumidity,temperature,wind_speed
2026-01-01T00:15:00Z,1.189,7.32,30.38,39.0,275.3,15.52,10.83,0.82
2026-01-01T00:30:00Z,1.171,5.54,30.97,34.75,275.3,15.52,10.83,0.75
2026-01-01T00:45:00Z,1.187,7.75,31.67,21.88,275.3,15.52,10.87,0.81
2026-01-01T01:00:00Z,1.168,6.92,29.28,0.0,277.6,15.52,10.91,0.71
2026-01-01T01:15:00Z,1.102,5.45,27.84,27.86,277.6,15.52,10.93,0.59
2026-01-01T01:30:00Z,0.862,7.79,29.88,28.6,277.6,15.52,10.93,0.92
2026-01-01T01:45:00Z,1.211,5.99,31.67,31.34,277.5,15.52,10.91,1.02
2026-01-01T02:00:00Z,1.292,6.41,28.16,30.79,269.9,15.52,10.87,0.87
2026-01-01T02:15:00Z,1.258,7.07,29.38,31.77,269.9,15.52,10.92,0.69
2026-01-01T02:30:00Z,1.265,5.97,25.55,36.84,269.9,15.52,11.0,0.55
2026-01-01T02:45:00Z,1.254,7.49,28.08,31.78,269.7,15.52,10.95,0.81
2026-01-01T03:00:00Z,1.187,8.24,28.98,35.53,249.5,15.52,10.92,0.8
2026-01-01T03:15:00Z,1.202,6.42,26.56,42.83,249.5,15.52,11.04,0.68
2026-01-01T03:30:00Z,1.194,6.74,25.9,42.57,249.5,15.52,11.17,0.48
2026-01-01T03:45:00Z,1.156,5.98,27.25,50.26,249.6,15.51,11.26,0.9
2026-01-01T04:00:00Z,1.207,8.49,31.64,40.7,256.0,15.51,11.27,0.73
2026-01-01T04:15:00Z,1.232,7.84,31.97,41.66,256.0,15.51,11.41,1.07
2026-01-01T04:30:00Z,1.214,6.79,30.82,41.7,256.0,15.51,11.54,0.82
2026-01-01T04:45:00Z,1.219,7.07,24.26,48.98,256.2,15.51,11.79,0.55
2026-01-01T05:00:00Z,1.299,9.18,27.43,46.28,267.8,15.51,11.82,1.08
2026-01-01T05:15:00Z,1.297,9.66,26.01,48.85,267.8,15.51,12.01,0.8
2026-01-01T05:30:00Z,1.289,7.18,27.38,38.43,267.8,15.51,12.45,1.02
2026-01-01T05:45:00Z,1.267,9.18,28.54,51.24,267.7,15.51,12.66,0.62
2026-01-01T06:00:00Z,1.267,7.56,29.13,42.15,260.6,15.51,13.23,0.63
2026-01-01T06:15:00Z,1.204,10.86,27.97,53.58,260.6,15.51,13.44,0.59
2026-01-01T06:30:00Z,1.222,11.01,32.64,59.03,260.6,15.5,13.6,0.42
2026-01-01T07:00:00Z,1.24,11.33,30.3,34.61,279.5,15.5,14.36,0.89
2026-01-01T07:15:00Z,1.327,6.75,30.06,42.77,279.5,15.5,14.72,0.56
2026-01-01T07:30:00Z,1.027,8.19,30.94,23.67,279.5,15.5,14.94,0.4
2026-01-01T07:45:00Z,1.413,9.0,31.74,39.68,279.6,15.49,15.62,0.49
2026-01-01T08:00:00Z,1.456,8.5,31.78,12.13,285.1,15.49,15.81,0.43
2026-01-01T08:15:00Z,1.367,9.18,32.29,53.75,285.1,15.49,15.59,0.51
2026-01-01T08:30:00Z,1.351,6.87,36.38,53.21,285.1,15.49,15.57,0.58
2026-01-01T08:45:00Z,1.387,11.65,31.59,38.82,285.1,15.49,15.68,0.29
2026-01-01T09:00:00Z,1.391,9.39,30.55,2.82,282.5,15.49,15.45,0.76
2026-01-01T09:15:00Z,1.375,8.84,32.86,6.11,282.5,15.49,15.51,0.42
2026-01-01T09:30:00Z,1.258,8.03,30.22,7.12,282.5,15.49,15.43,0.58
2026-01-01T09:45:00Z,1.206,6.14,31.52,0.0,282.6,15.49,15.38,0.71
2026-01-01T10:00:00Z,1.112,8.62,29.93,0.01,290.0,15.49,15.37,0.38
2026-01-01T10:15:00Z,1.073,9.92,30.93,0.0,290.0,15.49,15.4,0.35
2026-01-01T10:30:00Z,1.128,6.61,30.61,2.51,290.0,15.49,15.25,0.4
2026-01-01T10:45:00Z,1.265,8.5,32.91,44.74,290.1,15.49,15.08,0.32
2026-01-01T11:00:00Z,1.262,7.4,34.44,5.34,301.2,15.49,14.78,0.15
2026-01-01T11:15:00Z,1.304,8.81,34.72,37.45,301.2,15.49,14.73,0.16
2026-01-01T11:30:00Z,1.28,6.58,32.42,0.0,301.2,15.49,14.53,0.09
2026-01-01T11:45:00Z,1.286,9.11,30.44,34.49,301.1,15.5,14.41,0.06
2026-01-01T12:00:00Z,1.229,9.41,33.37,35.82,297.4,15.5,14.22,0.52
2026-01-01T12:15:00Z,1.178,7.83,34.08,48.68,297.4,15.5,14.22,0.47
2026-01-01T12:30:00Z,1.08,6.15,31.98,2.59,297.4,15.5,14.14,0.39
2026-01-01T12:45:00Z,0.972,9.4,34.03,6.63,297.7,15.5,13.99,0.58
2026-01-01T13:00:00Z,1.069,9.33,31.69,38.27,311.2,15.5,13.87,0.56
2026-01-01T13:15:00Z,0.976,8.08,34.07,7.69,311.2,15.5,13.69,0.32
2026-01-01T13:30:00Z,0.6,9.04,33.57,8.69,311.2,15.5,13.52,0.44
2026-01-01T13:45:00Z,1.542,7.74,33.2,50.16,311.2,15.5,13.34,0.1
2026-01-01T14:00:00Z,1.67,8.19,24.91,44.85,306.1,15.5,13.27,0.21
2026-01-01T14:15:00Z,1.709,12.24,36.45,48.02,306.1,15.51,13.27,0.37
2026-01-01T14:30:00Z,1.707,9.52,34.12,44.76,306.1,15.51,13.25,0.36
2026-01-01T14:45:00Z,1.647,8.12,31.26,39.03,305.9,15.5,13.22,0.18
2026-01-01T15:00:00Z,1.574,10.06,30.96,44.82,283.2,15.51,13.21,0.14
2026-01-01T15:15:00Z,1.512,9.45,29.68,44.69,283.2,15.51,13.15,0.27
2026-01-01T15:30:00Z,1.494,8.4,30.13,49.8,283.2,15.51,13.02,0.19
2026-01-01T15:45:00Z,1.506,9.99,27.53,43.6,283.1,15.51,13.05,0.32
2026-01-01T16:00:00Z,1.525,11.18,32.38,43.65,274.1,15.51,13.09,0.18
2026-01-01T16:15:00Z,1.435,7.21,29.62,45.5,274.1,15.51,13.04,0.23
2026-01-01T16:30:00Z,1.393,9.03,29.42,43.57,274.1,15.51,12.96,0.23
2026-01-01T16:45:00Z,1.366,7.36,32.72,41.88,273.9,15.51,12.95,0.23
2026-01-01T17:00:00Z,1.338,7.71,32.53,36.18,263.8,15.51,12.83,0.38
2026-01-01T17:30:00Z,1.387,5.8,29.54,2.5,263.8,15.51,12.59,0.83
2026-01-01T17:45:00Z,1.226,7.51,32.99,36.21,263.6,15.51,12.27,0.56
2026-01-01T18:00:00Z,1.009,4.55,29.59,45.56,244.7,15.51,12.12,0.31
2026-01-01T19:15:00Z,0.695,7.74,29.51,7.86,177.9,15.51,12.31,0.23
2026-01-01T19:30:00Z,0.57,5.71,28.6,10.09,177.9,15.51,12.32,0.35
2026-01-01T19:45:00Z,1.011,7.42,23.13,2.59,177.6,15.51,12.32,0.12
2026-01-01T20:00:00Z,1.077,7.79,28.5,0.0,154.6,15.51,12.34,0.26
2026-01-01T20:15:00Z,1.057,4.87,28.9,8.21,154.6,15.51,12.32,0.17
2026-01-01T20:30:00Z,1.147,10.67,25.99,44.23,154.6,15.51,12.45,0.42
2026-01-01T20:45:00Z,1.199,8.27,30.41,58.03,154.4,15.51,12.21,0.29
2026-01-01T21:00:00Z,1.171,7.22,23.78,52.11,134.7,15.51,12.1,0.26
2026-01-01T21:15:00Z,1.178,7.56,29.73,50.67,134.7,15.51,12.07,0.54
2026-01-01T21:30:00Z,1.203,11.17,29.46,49.25,134.7,15.51,12.0,0.3
2026-01-01T21:45:00Z,1.208,9.31,26.46,51.23,134.5,15.51,11.99,0.22
2026-01-01T22:00:00Z,1.203,5.75,25.84,27.87,117.1,15.51,11.83,0.24
2026-01-01T22:15:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01T22:30:00Z,1.195,6.35,27.0,49.29,117.1,15.51,11.48,0.42
2026-01-01T22:45:00Z,1.164,8.44,26.59,54.04,117.0,15.51,11.22,0.45
2026-01-01T23:00:00Z,1.165,7.59,28.8,57.57,108.0,15.51,11.03,0.11
2026-01-01T23:15:00Z,1.19,8.04,25.09,52.67,108.0,15.52,10.92,0.33
2026-01-01T23:30:00Z,1.194,5.97,27.55,47.61,108.0,15.52,10.87,0.33
2026-01-01T23:45:00Z,1.204,8.56,27.76,52.82,108.0,15.52,10.77,0.31
2026-01-02T00:00:00Z,1.24,6.08,27.44,56.65,106.1,15.52,10.72,0.4
2026-01-02T00:15:00Z,1.316,6.36,27.28,49.72,106.1,15.52,10.49,0.09
2026-01-02T00:30:00Z,1.407,9.05,24.18,38.93,106.1,15.52,10.36,0.17
2026-01-02T00:45:00Z,1.49,7.26,21.75,39.2,106.1,15.52,10.4,0.24
2026-01-02T01:15:00Z,1.476,11.63,29.88,41.8,106.3,15.52,10.61,0.32
2026-01-02T01:30:00Z,1.262,8.87,31.48,39.55,106.3,15.52,10.68,0.12
2026-01-02T01:45:00Z,1.225,10.5,31.23,39.94,106.3,15.52,10.81,0.66
2026-01-02T02:00:00Z,1.357,11.56,30.23,44.7,111.9,15.52,10.76,0.29
2026-01-02T02:15:00Z,1.314,11.31,30.8,41.34,111.9,15.52,10.76,0.12
2026-01-02T02:30:00Z,1.207,8.15,31.91,40.8,111.9,15.52,10.86,0.08
2026-01-02T02:45:00Z,1.241,10.25,27.44,45.78,111.9,15.52,10.98,0.15
2026-01-02T03:00:00Z,1.235,8.77,29.96,38.83,115.9,15.51,11.04,0.21
2026-01-02T03:15:00Z,1.236,10.01,29.68,49.63,115.9,15.51,11.45,0.48
2026-01-02T03:30:00Z,1.162,9.41,29.89,51.37,115.9,15.51,11.85,0.23
2026-01-02T03:45:00Z,1.219,8.41,26.23,39.67,116.0,15.51,12.34,0.33
2026-01-02T04:00:00Z,1.261,8.78,26.77,43.21,124.5,15.51,12.64,0.35
2026-01-02T04:15:00Z,1.272,6.89,26.03,33.19,124.5,15.51,12.94,0.44
2026-01-02T04:30:00Z,1.163,6.26,25.13,42.16,124.5,15.51,13.23,0.23
2026-01-02T04:45:00Z,1.056,7.78,27.75,39.88,124.6,15.51,13.43,0.23
2026-01-02T05:00:00Z,0.99,7.6,28.71,38.97,130.2,15.5,13.84,0.29
2026-01-02T05:15:00Z,0.892,8.57,30.09,11.57,130.2,15.5,14.07,0.42
2026-01-02T05:30:00Z,0.636,8.55,26.38,44.16,130.2,15.5,14.05,0.63
2026-01-02T05:45:00Z,0.658,6.06,29.25,37.72,130.2,15.5,14.25,0.43
2026-01-02T06:00:00Z,0.696,9.06,26.95,0.01,133.3,15.49,14.33,0.51
2026-01-02T06:15:00Z,0.685,6.11,27.49,24.46,133.3,15.49,14.7,0.48
2026-01-02T06:30:00Z,0.685,6.17,25.96,0.01,133.3,15.49,14.84,0.46
2026-01-02T06:45:00Z,0.587,8.12,26.97,23.9,133.3,15.49,15.13,1.08
2026-01-02T07:00:00Z,0.562,3.44,27.31,34.66,131.3,15.49,15.14,0.45
2026-01-02T07:15:00Z,0.529,5.81,27.3,45.07,131.3,15.49,15.15,0.4
2026-01-02T07:30:00Z,0.425,8.29,29.42,45.84,131.3,15.49,15.19,0.3
2026-01-02T07:45:00Z,0.983,8.46,29.96,43.37,131.6,15.49,14.99,0.81
2026-01-02T08:00:00Z,1.098,7.5,29.36,39.6,154.6,15.49,15.0,1.01
2026-01-02T08:15:00Z,1.091,8.46,32.72,38.89,154.6,15.49,15.29,0.45
2026-01-02T10:45:00Z,0.889,7.37,25.73,32.11,186.6,15.49,14.52,0.32
2026-01-02T11:00:00Z,0.72,6.61,25.04,27.77,186.9,15.49,14.35,0.27
2026-01-02T11:15:00Z,0.763,7.23,27.85,13.78,170.5,15.49,14.14,0.28
2026-01-02T11:30:00Z,0.802,6.55,28.12,14.21,170.5,15.5,13.94,0.3
2026-01-02T11:45:00Z,0.918,8.05,27.63,16.94,170.6,15.5,13.64,0.3
2026-01-02T12:00:00Z,1.014,6.49,29.36,20.53,181.7,15.5,13.47,0.38
2026-01-02T12:15:00Z,1.001,8.56,26.84,18.18,181.7,15.5,13.41,0.03
2026-01-02T12:30:00Z,0.971,7.13,28.41,20.84,181.7,15.5,13.29,0.14
2026-01-02T12:45:00Z,0.878,7.85,28.56,23.16,181.9,15.51,13.17,0.2
2026-01-02T13:00:00Z,0.801,4.11,28.99,19.59,201.8,15.51,13.09,0.07
2026-01-02T13:15:00Z,0.706,7.02,27.29,14.94,201.8,15.51,12.8,0.04
2026-01-02T14:45:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02T15:00:00Z,1.006,5.43,22.36,19.87,185.3,15.51,12.99,0.12
2026-01-02T15:15:00Z,1.011,9.0,28.38,16.41,185.3,15.51,13.02,0.18
2026-01-02T15:30:00Z,0.989,5.66,25.96,14.31,185.3,15.51,13.07,0.08
2026-01-02T15:45:00Z,0.993,10.46,31.2,14.56,185.4,15.51,13.03,0.13
2026-01-02T16:00:00Z,1.023,4.94,25.76,17.41,198.9,15.51,13.08,0.05
2026-01-02T16:15:00Z,1.006,8.43,33.11,15.58,198.9,15.51,13.01,0.09
2026-01-02T16:30:00Z,0.914,7.77,29.5,16.16,198.9,15.51,13.02,0.02
2026-01-02T16:45:00Z,0.865,6.56,24.49,17.07,198.7,15.51,13.1,0.03
2026-01-02T17:00:00Z,0.894,6.2,24.89,17.43,180.3,15.51,13.05,0.24
2026-01-02T17:15:00Z,0.88,5.13,33.88,17.5,180.3,15.51,13.05,0.18
2026-01-02T17:30:00Z,0.837,10.13,27.05,16.62,180.3,15.51,12.99,0.06
2026-01-02T17:45:00Z,0.78,4.93,26.1,17.87,180.2,15.51,12.9,0.11
2026-01-02T18:00:00Z,0.703,6.98,29.42,19.71,173.9,15.51,12.76,0.06
2026-01-02T20:30:00Z,1.792,11.76,31.05,26.66,170.1,15.52,10.43,0.07
2026-01-02T20:45:00Z,1.77,9.98,27.68,31.63,170.1,15.52,10.53,0.03
2026-01-02T21:00:00Z,1.748,8.76,27.91,32.85,166.9,15.52,10.63,0.08
2026-01-02T21:15:00Z,1.806,13.99,30.95,26.86,166.9,15.52,10.78,0.09
2026-01-02T21:30:00Z,1.826,16.53,33.98,34.93,166.9,15.52,10.98,0.2
2026-01-02T21:45:00Z,1.791,16.7,30.27,26.73,166.8,15.52,11.04,0.1
2026-01-02T22:00:00Z,1.724,12.03,31.6,32.13,161.6,15.52,11.13,0.1
2026-01-02T22:15:00Z,1.667,8.58,28.08,31.44,161.6,15.52,11.09,0.1
2026-01-02T22:30:00Z,1.661,9.7,30.5,30.21,161.6,15.52,11.2,0.18
2026-01-02T22:45:00Z,1.618,9.49,29.7,29.19,161.6,15.52,11.29,0.08
2026-01-02T23:00:00Z,1.609,6.97,23.41,27.0,161.6,15.52,11.31,0.13
2026-01-02T23:15:00Z,1.588,8.99,32.47,30.77,161.6,15.52,11.34,0.31
2026-01-02T23:30:00Z,1.619,9.68,29.69,30.54,161.6,15.52,11.41,0.42
2026-01-02T23:45:00Z,1.634,8.8,28.47,29.44,161.6,15.52,11.51,0.3
2026-01-03T02:00:00Z,1.772,9.79,28.52,22.11,172.3,15.52,11.6,0.05
2026-01-03T02:15:00Z,2.424,7.16,28.99,21.7,172.3,15.51,11.8,0.21
2026-01-03T02:30:00Z,2.392,8.36,28.33,22.73,172.3,15.51,11.97,0.19
2026-01-03T02:45:00Z,2.389,10.63,29.56,22.51,172.2,15.51,12.14,0.56
2026-01-03T03:15:00Z,2.344,9.93,32.05,20.09,162.5,15.51,12.39,0.52
2026-01-03T03:30:00Z,2.402,15.26,33.66,20.06,162.5,15.51,12.08,0.47
2026-01-03T03:45:00Z,2.4,13.29,35.86,18.62,162.7,15.51,12.31,0.34
2026-01-03T04:00:00Z,2.408,12.38,33.41,18.76,175.6,15.51,12.63,0.31
2026-01-03T04:15:00Z,2.422,12.78,32.68,20.8,175.6,15.51,12.93,0.45
2026-01-03T04:30:00Z,2.408,9.31,33.29,21.22,175.6,15.5,13.06,0.89
2026-01-03T04:45:00Z,2.362,10.53,31.99,23.48,175.9,15.5,12.96,0.76
2026-01-03T05:00:00Z,2.291,12.55,29.66,25.17,200.1,15.5,13.17,0.63
2026-01-03T05:15:00Z,2.232,14.48,27.87,25.59,200.1,15.5,13.49,0.72
2026-01-03T05:30:00Z,2.219,8.12,30.56,30.07,200.1,15.5,13.73,0.68
2026-01-03T05:45:00Z,2.27,9.64,32.44,20.34,200.1,15.5,13.92,0.7
2026-01-03T06:00:00Z,2.3,9.61,33.13,18.82,204.8,15.5,14.02,1.0
2026-01-03T06:15:00Z,2.252,5.63,28.83,21.85,204.8,15.49,14.25,0.59
2026-01-03T06:30:00Z,2.203,8.88,24.43,24.61,204.8,15.49,14.63,0.7
2026-01-03T06:45:00Z,2.004,4.81,25.5,27.92,204.8,15.49,14.44,0.28
2026-01-03T07:00:00Z,1.921,5.63,23.71,36.68,200.0,15.49,14.53,0.15
2026-01-03T07:15:00Z,1.853,5.37,27.2,40.53,200.0,15.49,14.65,0.4
2026-01-03T07:30:00Z,1.618,5.32,23.87,38.33,200.0,15.49,14.82,0.71
2026-01-03T07:45:00Z,0.926,5.92,25.87,29.72,199.8,15.49,14.89,0.23
2026-01-03T08:00:00Z,0.95,6.43,26.45,27.29,187.4,15.49,14.86,0.5
2026-01-03T08:15:00Z,0.934,6.83,28.37,27.45,187.4,15.49,14.85,0.38
2026-01-03T08:30:00Z,0.882,4.98,23.67,23.32,187.4,15.49,14.93,0.16
2026-01-03T08:45:00Z,0.948,7.73,27.27,24.28,187.4,15.49,15.16,0.53
2026-01-03T09:00:00Z,0.992,6.75,27.95,32.12,180.7,107.24,15.27,0.6
2026-01-03T09:15:00Z,1.033,9.85,26.59,33.75,180.7,111.0,15.34,0.53
2026-01-03T09:30:00Z,1.037,8.01,23.43,31.33,180.7,111.0,15.06,0.8
2026-01-03T09:45:00Z,0.981,7.67,27.07,29.9,180.6,111.0,15.07,0.78
2026-01-03T10:00:00Z,0.973,6.94,27.56,31.39,176.2,111.0,15.05,0.68
2026-01-03T10:15:00Z,0.982,7.31,28.46,35.55,176.2,111.0,15.16,0.8
2026-01-03T10:30:00Z,0.974,8.35,27.35,31.6,176.2,111.0,15.16,0.33
2026-01-03T10:45:00Z,0.986,7.42,25.43,22.1,176.4,111.0,14.93,0.08
2026-01-03T11:00:00Z,1.074,6.56,23.73,22.23,189.6,111.0,14.76,0.11
2026-01-03T11:15:00Z,1.095,8.1,28.38,23.95,189.6,81.24,14.6,0.11
2026-01-03T11:45:00Z,1.144,5.2,25.76,21.37,189.8,15.5,14.17,0.03
2026-01-03T12:00:00Z,1.101,7.1,29.82,22.34,208.7,15.5,13.76,0.04
2026-01-03T12:15:00Z,1.035,7.21,25.97,18.22,208.7,15.5,13.54,0.05
2026-01-03T12:30:00Z,0.976,8.96,26.29,25.45,208.7,15.5,13.6,0.1
2026-01-03T12:45:00Z,1.07,6.12,30.36,37.64,209.0,15.51,13.73,0.07
2026-01-03T13:00:00Z,1.037,6.73,29.26,23.94,234.0,15.51,13.65,0.03
2026-01-03T13:15:00Z,0.901,7.43,30.46,29.27,234.0,15.51,13.5,0.03
2026-01-03T13:30:00Z,0.63,8.73,29.74,22.27,234.0,15.51,13.33,0.05
2026-01-03T13:45:00Z,1.006,8.22,33.7,22.21,234.0,15.51,13.21,0.08
2026-01-03T14:00:00Z,1.187,7.52,30.28,23.61,234.2,15.51,13.36,0.03
2026-01-03T14:15:00Z,1.217,11.01,31.05,19.68,234.2,15.51,13.35,0.05
2026-01-03T14:30:00Z,1.191,9.01,27.71,20.59,234.2,15.51,13.22,0.05
2026-01-03T14:45:00Z,1.437,8.48,25.37,18.68,234.1,15.51,13.01,0.07
2026-01-03T15:00:00Z,1.412,8.45,32.9,20.1,223.2,15.51,12.88,0.19
2026-01-03T15:15:00Z,1.552,8.89,31.95,19.76,223.2,15.51,13.07,0.38
2026-01-03T15:30:00Z,1.387,10.71,31.18,20.97,223.2,15.51,13.09,0.05
2026-01-03T15:45:00Z,1.218,6.73,29.61,22.03,222.6,15.51,13.08,0.54
2026-01-03T16:00:00Z,0.992,5.35,29.02,27.44,189.0,15.51,13.07,0.21
2026-01-03T16:15:00Z,0.917,8.95,27.07,29.04,189.0,15.51,12.98,0.13
2026-01-03T16:30:00Z,0.901,8.87,30.68,24.31,158.6,15.51,12.85,0.05
2026-01-03T16:45:00Z,0.956,8.72,30.53,22.09,94.1,15.51,12.69,0.08
2026-01-03T17:00:00Z,1.061,8.57,30.83,19.9,59.6,15.51,12.5,0.05
2026-01-03T17:15:00Z,1.167,7.85,27.76,18.66,59.6,15.51,12.29,0.08
2026-01-03T17:30:00Z,1.18,10.04,30.49,21.69,59.6,15.51,12.05,0.06
2026-01-03T17:45:00Z,1.36,12.21,32.29,28.15,59.4,15.51,11.75,0.09
2026-01-03T18:00:00Z,1.439,11.91,31.6,29.3,41.1,15.51,11.54,0.09
2026-01-03T19:15:00Z,1.317,29.12,40.12,31.57,31.6,15.51,11.54,0.07
2026-01-03T19:30:00Z,0.799,30.98,36.32,33.3,31.6,15.52,11.53,0.08
2026-01-03T19:45:00Z,1.642,32.96,45.34,29.83,31.6,15.51,11.52,0.08
2026-01-03T20:00:00Z,1.751,37.21,47.28,33.93,30.4,15.52,11.28,0.09
2026-01-03T20:15:00Z,1.72,35.51,46.54,22.32,30.4,15.52,10.92,0.09
2026-01-03T20:30:00Z,1.673,37.0,44.26,33.9,30.4,15.52,10.67,0.09
2026-01-03T20:45:00Z,1.547,36.79,45.79,34.07,30.4,15.52,10.51,0.07
2026-01-03T21:00:00Z,1.452,35.58,42.71,35.3,25.5,15.52,10.4,0.11
2026-01-03T21:15:00Z,1.416,32.82,44.92,39.2,25.5,15.52,10.36,0.05
2026-01-03T21:30:00Z,1.351,33.41,45.21,28.56,25.5,15.52,10.41,0.09
2026-01-03T21:45:00Z,1.241,31.49,43.21,33.04,25.5,15.52,10.24,0.1
2026-01-03T22:00:00Z,1.187,30.94,39.68,40.94,20.4,15.52,10.15,0.1
2026-01-03T22:15:00Z,1.098,33.38,42.99,32.97,20.4,15.52,10.08,0.1
2026-01-03T22:30:00Z,1.066,27.52,43.11,31.5,20.4,15.52,10.26,0.16
2026-01-03T22:45:00Z,1.021,25.87,40.71,33.34,20.3,15.52,10.34,0.15
2026-01-03T23:00:00Z,0.957,24.1,38.43,27.32,15.0,15.52,10.35,0.08
2026-01-03T23:15:00Z,0.921,25.42,38.36,35.04,15.0,15.52,10.3,0.16
2026-01-03T23:30:00Z,0.86,20.75,42.15,37.15,15.0,15.52,10.26,0.16
2026-01-03T23:45:00Z,0.821,22.49,35.56,29.86,15.0,15.52,10.05,0.31
2026-01-04T00:00:00Z,0.764,19.77,36.55,33.42,16.3,15.52,9.85,0.35
2026-01-04T00:15:00Z,0.707,15.41,30.41,29.39,16.3,15.52,9.74,0.25
2026-01-04T00:30:00Z,0.692,15.45,34.96,35.58,16.3,15.52,9.7,0.3
2026-01-04T00:45:00Z,0.735,17.0,33.55,22.18,16.3,15.52,9.68,0.3
2026-01-04T01:00:00Z,0.771,17.11,36.47,15.4,15.6,15.52,9.78,0.16
2026-01-04T01:15:00Z,0.774,13.66,35.88,18.97,12.7,15.52,9.76,0.22
2026-01-04T01:30:00Z,0.566,12.85,33.38,18.39,3.1,15.52,9.64,0.15
2026-01-04T01:45:00Z,1.027,16.8,34.48,19.19,3.1,15.52,9.48,0.14
2026-01-04T02:00:00Z,1.211,14.69,31.48,21.93,2.6,15.52,9.39,0.13
2026-01-04T02:15:00Z,1.155,15.83,36.44,17.67,2.6,15.52,9.4,0.22
2026-01-04T02:30:00Z,1.108,12.42,30.66,26.43,2.6,15.53,9.74,0.29
2026-01-04T02:45:00Z,1.071,13.31,31.74,29.37,2.6,15.52,9.97,0.21
2026-01-04T03:15:00Z,0.971,12.73,32.24,24.01,3.0,15.52,10.52,0.5
2026-01-04T03:30:00Z,0.912,14.38,29.28,30.08,5.1,15.52,10.78,0.65
2026-01-04T03:45:00Z,0.8,13.71,34.44,28.42,244.8,15.52,11.11,0.92
2026-01-04T04:00:00Z,0.823,11.38,33.81,27.34,237.8,15.52,11.68,0.67
2026-01-04T04:15:00Z,0.837,11.43,28.63,21.85,237.8,15.51,12.29,0.85
2026-01-04T04:30:00Z,0.812,10.63,32.35,25.26,237.8,15.51,12.81,0.92
2026-01-04T04:45:00Z,0.746,8.19,25.37,26.53,240.3,15.51,13.26,0.72
2026-01-04T05:00:00Z,0.712,5.47,30.85,24.23,463.7,15.51,13.66,0.7
2026-01-04T05:15:00Z,0.697,7.23,29.85,27.93,463.7,15.51,14.23,0.77
2026-01-04T05:30:00Z,0.661,7.78,26.44,27.01,387.9,15.5,14.53,0.59
2026-01-04T05:45:00Z,0.659,4.97,30.69,24.9,243.2,15.5,14.97,0.94
2026-01-04T06:15:00Z,0.613,6.83,28.25,20.89,200.2,15.49,15.55,0.51
2026-01-04T06:30:00Z,0.543,6.87,27.77,21.52,200.2,15.49,15.31,0.78
2026-01-04T06:45:00Z,0.491,7.67,27.03,19.0,200.2,15.49,15.16,0.48
2026-01-04T07:00:00Z,0.43,7.14,28.22,22.18,200.2,15.49,15.29,0.2
2026-01-04T07:15:00Z,0.362,6.17,28.52,26.73,200.2,15.49,15.17,0.52
2026-01-04T07:30:00Z,0.221,6.73,23.83,35.32,200.2,15.49,15.18,0.23
2026-01-04T07:45:00Z,0.738,5.0,26.38,31.88,200.6,15.49,15.14,0.31
2026-01-04T08:00:00Z,0.804,6.13,25.35,35.56,233.1,15.49,15.2,0.55
2026-01-04T08:15:00Z,0.775,6.44,24.41,33.64,233.1,15.49,15.6,0.36
2026-01-04T08:30:00Z,0.737,6.4,28.23,30.91,233.1,15.49,15.66,0.37
2026-01-04T08:45:00Z,0.763,5.41,28.35,21.76,233.1,64.14,15.94,0.56
2026-01-04T09:00:00Z,0.851,8.0,27.99,20.98,233.1,110.98,16.42,0.61
2026-01-04T09:15:00Z,0.927,8.01,28.33,23.35,233.1,54.08,16.21,0.37
2026-01-04T09:30:00Z,0.902,7.49,28.18,20.31,233.1,99.28,16.38,0.52
2026-01-04T09:45:00Z,0.905,8.5,28.21,14.43,232.9,15.48,15.77,0.7
2026-01-04T10:00:00Z,0.934,5.03,29.26,17.5,219.7,15.49,15.33,0.4
2026-01-04T10:15:00Z,0.904,5.17,26.45,24.28,219.7,15.49,14.91,0.96
2026-01-04T10:30:00Z,0.837,6.08,21.14,29.29,219.7,15.49,14.81,0.52
2026-01-04T10:45:00Z,0.804,8.31,29.02,29.09,219.7,15.49,14.86,0.2
2026-01-04T11:00:00Z,0.794,5.67,24.03,34.71,219.7,15.49,14.32,0.81
2026-01-04T11:15:00Z,0.77,7.93,25.53,28.09,219.7,15.49,13.72,0.39
2026-01-04T11:30:00Z,0.723,8.13,30.47,28.12,219.7,15.5,13.28,0.27
2026-01-04T11:45:00Z,0.771,6.56,29.95,22.82,220.5,15.5,12.83,0.25
2026-01-04T12:00:00Z,0.858,6.69,25.25,17.51,289.9,15.5,12.44,0.39
2026-01-04T12:15:00Z,0.909,7.66,27.32,19.36,289.9,15.5,12.09,0.21
2026-01-04T12:30:00Z,0.786,4.02,28.47,20.05,289.9,15.51,11.85,0.15
2026-01-04T12:45:00Z,0.782,5.7,29.13,25.58,289.9,15.51,11.64,0.15
2026-01-04T13:00:00Z,0.728,5.94,24.91,17.43,289.9,15.51,11.47,0.32
2026-01-04T13:15:00Z,0.828,6.3,26.01,20.02,289.9,15.51,11.31,0.22
2026-01-04T13:30:00Z,0.603,7.76,27.77,20.93,289.9,15.51,11.2,0.19
2026-01-04T13:45:00Z,0.838,6.47,28.88,20.13,288.6,15.51,11.14,0.3
